Title,Creators,Genre,Rating,Likes,Subscribers,Views,Synopsis
Always Human,walkingnorth,romance,9.55,2828348.0,715240.0,53809056.0,"This is a story about nanobots, genetic engineering, and two girls falling in love. No matter how technology changes us, we'll always be human."
Amelia the Level Zero Hero,"Azrie, Kisai Entertainment, MelasDelta",fantasy,8.87,274620.0,127938.0,2675884.0,"Who needs a Class when you're already the strongest anyways? Ten years ago, Amelia woke up in a broken world where she had to fight for her survival. Now, after defeating the Void itself and escaping the abyss, she's finally found her way back into the real world. But instead of returning to Earth, she arrives in Vacuos — a fantasy world governed by a System as if it were a video game. And when rewarded with a Class befitting her accomplishments— to become a powerful [Hero] that will forever dedicate her life to protecting this world that is not her own— she only has one response. “Absolutely not. I’m going to live a normal life now, thank you very much.”"
American Road Trip,"Little Corvus, Patrick Flores-Scott, WmW",drama,9.61,365385.0,102000.0,1977373.0,"Ever since his brother left to serve in Iraq, Teodoro ""T"" Avila's life has been in the pits, until he runs into the girl of his dreams and realizes there might be more to life than video games. But when Manny returns home an utterly different person, it's a bombshell for the Avilas that leaves T shell-shocked. Determined to impress Wendy and in denial of his brother's condition, T doubles down on his studies, only to be hoodwinked into a road trip by Xochitl. With nothing but the road ahead of them, how much will T and Xo need to sacrifice to help save Manny from himself before it's too late?"
Amid the Changing Seasons,"RYO., YABOMI",romance,9.43,358052.0,103059.0,2664890.0,"As the seasons pass, we meet, we part, and we find love in all sorts of places... This love story began in a cafe. Have you ever run into someone you know at an unexpected place? Maybe it’s your friend or a friend of a friend? Our lives intertwine and connect as we live our stories filled with love and pain. Imagine yourself in a cafe enjoying a meal or sipping a cup of coffee and getting lost in your thoughts. Look around -- who is sitting next to you?
"
Andy Bass,"Gia, KenneDuck",comedy,9.33,1910786.0,165918.0,13034051.0,"Andy Bass is just like any other high school sophomore. She has to deal with maintaining grades, having an arch-nemesis, falling for a cute transfer student, and most importantly, being a vertical mermaid! (Totally normal, right?) Andy is the most hideous creature alive, and she still has to attend public school!"
Angel Wings,"Brandon Chen, Comipa",drama,9.36,59157.0,59293.0,477612.0,"Angels ferry the good souls to Heaven. Devils ferry the bad souls to Hell. That is how the afterlife is written. Evangeline was born a Devil, but has always dreamed of becoming an Angel and helping souls live a beautiful afterlife. When she encounters Tatrasiel, an Angel curious of Hell, she proposes the impossible: switching lives to see how the other lives! But they'll soon discover Heaven and Hell isn't quite what either of them expected! "
Angel of Death,"Mhaikkun, Riley Redgate",romance,9.16,301612.0,166529.0,2748586.0,"When Azriel — the fearsome and unfeeling Angel of Death — allows a human soul to slip through his fingers, God casts him down to Earth to find it. Azriel plans to use Jo LeCourt, the sister of the woman whose soul he failed to reap, to guide him. But he’s not counting on the sharp-witted and relentless Jo, who knows why he's there and will stop at nothing to stop him.

As the two circle each other, Azriel discovers, for the first time in eternity, someone who really challenges and interests him. And Jo discovers, for the first time in her life, someone as reliable and exacting as she is. Neither of them are expecting to find a love
that will change them forever."
Annie Green Hates Girls,Minorinmakes,romance,7.99,696365.0,189649.0,5832615.0,"Annie Green, a 16-year-old girl who has always had a hard time getting close to girls, faces the worst rumor going around school... that she hates them! That’s not true at all! Annie will fight to deny this false rumor and will try to achieve what she has always wanted: to make friends with girls. Her friends Eugene and Colin will accompany her on this incredible adventure full of misunderstandings and embarrassing situations. Meanwhile, some feelings and friendships will emerge in this group of students. Will they be able to face all these challenges?"
Another Love ,"DDOGAK, I SOON KI, sparkler",romance,9.60,1511356.0,452516.0,18941700.0,"When architect Jae embarks on a solo vacation to Spain, it may seem that she’s running from her past, away from her abusive ex-boyfriend who sought to control her life. For Jae, however, the trip represents a new chapter as she learns to stand on her own again. Her vacation takes an interesting turn when she’s mistakenly assigned to the same hotel room as Joff, a handsome and successful businessman who is intrigued by Jae’s kind and independent nature. Meanwhile, a sinister figure from Jae’s past begins to haunt her once again…"
"Answer Me, My Prince","Jjunya, Teava, YOO PAULHEE",romance,9.44,668836.0,176496.0,5785115.0,"Cordelia Grey, an editor at a publishing company, is given a manuscript of the sequel to The Princess and the Knight along with a vintage chest. But when she wakes up the next morning, the manuscript she placed in the chest is gone -- a letter is in its place. It’s from none other than Prince Archie Albert, the handsome playboy and protagonist from the novel. What begins as curiosity morphs into a deep friendship, but can they stop themselves from developing feelings for one another, and will they ever get to meet in person?"
Anti-Monster Force,Goaten,fantasy,9.38,548871.0,172628.0,4729633.0,"The Anti-Monster Force -- a group of hardened mercenaries contracted by the military to combat monsters. It's not quite where Regan, an ordinary young factory worker, expected to find himself, but a drunken night out with his friend leads him to sign an enlistment form. Before he can blink, he's through boot camp and the newest member of the AMF. Despite being assigned all kinds of grueling and humiliating tasks as the newbie, Regan does his best to fulfill his duty and protect humanity from fearsome monsters!"
AntiSTALKER,VOKIVORMOK,romance,9.71,5104895.0,683093.0,49090969.0,"At this school usual students study with vampires from wealthy families. She is a representative from disciplinary committee, he is a guy who breaks school rules. She is a hunter, he is a target. He is her stalker, she is his target."
Anything for You,Volette,mystery,8.51,475250.0,142465.0,3816962.0,"Miller has never been the same since his childhood best friend disappeared without a trace. After a year of the case growing cold, a new barista arrives in town bearing a striking resemblance to his missing friend. Now, Miller and his best friend Morgan must choose between moving on or uncovering the answers they've always wanted."
Aphrodite IX,"Matt Hawkins, Stjepan Sejic","sci-fi, sf",8.80,167904.0,125288.0,2448583.0,The Aphrodite protocol was initiated in an attempt to save humanity from a predicted extinction level event. Its mission was to engineer humans that could survive via technological singularity and genetic enhancement to repopulate the Earth.
Apocalypse Live,Cho Seok,horror,8.58,188280.0,81727.0,2206384.0,The apocalypse is live. Tune in before the world ends! Ordinary high-schooler Huiwoo livestreams a chain of bizarre events that occur throughout Damyeong City. But what started out as innocent social media activity leads Huiwoo to discover a far more sinister story behind these incidents…
Apocalyptic Horseplay,Boredman,supernatural,9.72,1404368.0,152343.0,17477795.0,"The terrible Horsemen of the Apocalypse have reformed and sworn off their ancient ways. Now retired and leading peaceful lives in a small town of England, these ancient calamities eventually find their anonymity, as well as their very existence, threatened by the arrival of one nosy student journalistâ€¦ and a child who could bring about the End of the World."
